 time_ms; accl_x; accl_y; accl_z;;;;;;;;;time;acc_x;acc_y;acc_z;;;;;;
1573572;-85;89;2126;;-41,48;43,432;1037,488;;;;;1573,572;-0,04148;0,043432;1,037488;;;;;;1573572
1573804;-85;89;2126;;-41,48;43,432;1037,488;;;;;1573,804;-0,04148;0,043432;1,037488;;;;;;1573804
1574126;-90;89;2125;;-43,92;43,432;1037;;;;;1574,126;-0,04392;0,043432;1,037;;;;;;1574126
1574469;-94;88;2125;;-45,872;42,944;1037;;;;;1574,469;-0,045872;0,042944;1,037;;;;;;1574469
1574697;-85;86;2124;;-41,48;41,968;1036,512;;;;;1574,697;-0,04148;0,041968;1,036512;;;;;;1574697
1575015;-84;87;2125;;-40,992;42,456;1037;;;;;1575,015;-0,040992;0,042456;1,037;;;;;;1575015
1575586;-86;91;2125;;-41,968;44,408;1037;;;;;1575,586;-0,041968;0,044408;1,037;;;;;;1575586
1575904;-84;88;2123;;-40,992;42,944;1036,024;;;;;1575,904;-0,040992;0,042944;1,036024;;;;;;1575904
1576226;-87;88;2124;;-42,456;42,944;1036,512;;;;;1576,226;-0,042456;0,042944;1,036512;;;;;;1576226
1576588;-86;88;2120;;-41,968;42,944;1034,56;;;;;1576,588;-0,041968;0,042944;1,03456;;;;;;1576588
1576906;-88;91;2125;;-42,944;44,408;1037;;;;;1576,906;-0,042944;0,044408;1,037;;;;;;1576906
1577239;-81;90;2122;;-39,528;43,92;1035,536;;;;;1577,239;-0,039528;0,04392;1,035536;;;;;;1577239
1577581;-87;91;2124;;-42,456;44,408;1036,512;;;;;1577,581;-0,042456;0,044408;1,036512;;;;;;1577581
1577904;-83;90;2126;;-40,504;43,92;1037,488;;;;;1577,904;-0,040504;0,04392;1,037488;;;;;;1577904
1578132;-86;86;2124;;-41,968;41,968;1036,512;;;;;1578,132;-0,041968;0,041968;1,036512;;;;;;1578132
1578455;-92;94;2123;;-44,896;45,872;1036,024;;;;;1578,455;-0,044896;0,045872;1,036024;;;;;;1578455
1578694;-91;89;2124;;-44,408;43,432;1036,512;;;;;1578,694;-0,044408;0,043432;1,036512;;;;;;1578694
1579134;-89;91;2124;;-43,432;44,408;1036,512;;;;;1579,134;-0,043432;0,044408;1,036512;;;;;;1579134
1579563;-89;88;2123;;-43,432;42,944;1036,024;;;;;1579,563;-0,043432;0,042944;1,036024;;;;;;1579563
1579919;-89;86;2125;;-43,432;41,968;1037;;;;;1579,919;-0,043432;0,041968;1,037;;;;;;1579919
1580237;-91;87;2122;;-44,408;42,456;1035,536;;;;;1580,237;-0,044408;0,042456;1,035536;;;;;;1580237
1580557;-87;88;2124;;-42,456;42,944;1036,512;;;;;1580,557;-0,042456;0,042944;1,036512;;;;;;1580557
1580914;-90;89;2121;;-43,92;43,432;1035,048;;;;;1580,914;-0,04392;0,043432;1,035048;;;;;;1580914
1581232;-87;87;2124;;-42,456;42,456;1036,512;;;;;1581,232;-0,042456;0,042456;1,036512;;;;;;1581232
1581559;-88;87;2125;;-42,944;42,456;1037;;;;;1581,559;-0,042944;0,042456;1,037;;;;;;1581559
1581787;-86;88;2124;;-41,968;42,944;1036,512;;;;;1581,787;-0,041968;0,042944;1,036512;;;;;;1581787
1582128;-87;85;2122;;-42,456;41,48;1035,536;;;;;1582,128;-0,042456;0,04148;1,035536;;;;;;1582128
1582572;-87;86;2125;;-42,456;41,968;1037;;;;;1582,572;-0,042456;0,041968;1,037;;;;;;1582572
1582890;-89;85;2123;;-43,432;41,48;1036,024;;;;;1582,89;-0,043432;0,04148;1,036024;;;;;;1582890
1583125;-87;87;2121;;-42,456;42,456;1035,048;;;;;1583,125;-0,042456;0,042456;1,035048;;;;;;1583125
1583566;-90;85;2125;;-43,92;41,48;1037;;;;;1583,566;-0,04392;0,04148;1,037;;;;;;1583566
1583889;-88;89;2122;;-42,944;43,432;1035,536;;;;;1583,889;-0,042944;0,043432;1,035536;;;;;;1583889
1584229;-88;86;2126;;-42,944;41,968;1037,488;;;;;1584,229;-0,042944;0,041968;1,037488;;;;;;1584229
1584568;-89;87;2125;;-43,432;42,456;1037;;;;;1584,568;-0,043432;0,042456;1,037;;;;;;1584568
1584886;-88;86;2124;;-42,944;41,968;1036,512;;;;;1584,886;-0,042944;0,041968;1,036512;;;;;;1584886
1585223;-88;89;2127;;-42,944;43,432;1037,976;;;;;1585,223;-0,042944;0,043432;1,037976;;;;;;1585223
1585568;-89;89;2123;;-43,432;43,432;1036,024;;;;;1585,568;-0,043432;0,043432;1,036024;;;;;;1585568
1585887;-87;91;2122;;-42,456;44,408;1035,536;;;;;1585,887;-0,042456;0,044408;1,035536;;;;;;1585887
1586220;-87;90;2124;;-42,456;43,92;1036,512;;;;;1586,22;-0,042456;0,04392;1,036512;;;;;;1586220
1586566;-87;86;2123;;-42,456;41,968;1036,024;;;;;1586,566;-0,042456;0,041968;1,036024;;;;;;1586566
1586885;-86;86;2122;;-41,968;41,968;1035,536;;;;;1586,885;-0,041968;0,041968;1,035536;;;;;;1586885
1587112;-87;88;2124;;-42,456;42,944;1036,512;;;;;1587,112;-0,042456;0,042944;1,036512;;;;;;1587112
1587560;-89;86;2127;;-43,432;41,968;1037,976;;;;;1587,56;-0,043432;0,041968;1,037976;;;;;;1587560
1588000;-92;86;2124;;-44,896;41,968;1036,512;;;;;1588;-0,044896;0,041968;1,036512;;;;;;1588000
1588424;-89;86;2127;;-43,432;41,968;1037,976;;;;;1588,424;-0,043432;0,041968;1,037976;;;;;;1588424
1588665;-85;86;2123;;-41,48;41,968;1036,024;;;;;1588,665;-0,04148;0,041968;1,036024;;;;;;1588665
1588897;-87;85;2125;;-42,456;41,48;1037;;;;;1588,897;-0,042456;0,04148;1,037;;;;;;1588897
1589215;-86;88;2123;;-41,968;42,944;1036,024;;;;;1589,215;-0,041968;0,042944;1,036024;;;;;;1589215
1589543;-86;89;2124;;-41,968;43,432;1036,512;;;;;1589,543;-0,041968;0,043432;1,036512;;;;;;1589543
1589794;-85;86;2122;;-41,48;41,968;1035,536;;;;;1589,794;-0,04148;0,041968;1,035536;;;;;;1589794
1590112;-88;88;2124;;-42,944;42,944;1036,512;;;;;1590,112;-0,042944;0,042944;1,036512;;;;;;1590112
1590431;-87;90;2126;;-42,456;43,92;1037,488;;;;;1590,431;-0,042456;0,04392;1,037488;;;;;;1590431
1590659;-87;89;2124;;-42,456;43,432;1036,512;;;;;1590,659;-0,042456;0,043432;1,036512;;;;;;1590659
1591000;-87;87;2122;;-42,456;42,456;1035,536;;;;;1591;-0,042456;0,042456;1,035536;;;;;;1591000
1591551;-88;89;2122;;-42,944;43,432;1035,536;;;;;1591,551;-0,042944;0,043432;1,035536;;;;;;1591551
1591873;-87;89;2121;;-42,456;43,432;1035,048;;;;;1591,873;-0,042456;0,043432;1,035048;;;;;;1591873
1592108;-88;86;2125;;-42,944;41,968;1037;;;;;1592,108;-0,042944;0,041968;1,037;;;;;;1592108
1592549;-91;85;2125;;-44,408;41,48;1037;;;;;1592,549;-0,044408;0,04148;1,037;;;;;;1592549
1592871;-86;91;2125;;-41,968;44,408;1037;;;;;1592,871;-0,041968;0,044408;1,037;;;;;;1592871
1593227;-88;86;2125;;-42,944;41,968;1037;;;;;1593,227;-0,042944;0,041968;1,037;;;;;;1593227
1593546;-89;88;2126;;-43,432;42,944;1037,488;;;;;1593,546;-0,043432;0,042944;1,037488;;;;;;1593546
1593865;-86;87;2125;;-41,968;42,456;1037;;;;;1593,865;-0,041968;0,042456;1,037;;;;;;1593865
1594221;-86;87;2124;;-41,968;42,456;1036,512;;;;;1594,221;-0,041968;0,042456;1,036512;;;;;;1594221
1594548;-88;89;2124;;-42,944;43,432;1036,512;;;;;1594,548;-0,042944;0,043432;1,036512;;;;;;1594548
1594867;-85;88;2121;;-41,48;42,944;1035,048;;;;;1594,867;-0,04148;0,042944;1,035048;;;;;;1594867
1595095;-86;90;2124;;-41,968;43,92;1036,512;;;;;1595,095;-0,041968;0,04392;1,036512;;;;;;1595095
1595547;-89;89;2125;;-43,432;43,432;1037;;;;;1595,547;-0,043432;0,043432;1,037;;;;;;1595547
1595881;-89;87;2123;;-43,432;42,456;1036,024;;;;;1595,881;-0,043432;0,042456;1,036024;;;;;;1595881
1596199;-89;90;2123;;-43,432;43,92;1036,024;;;;;1596,199;-0,043432;0,04392;1,036024;;;;;;1596199
1596541;-85;86;2125;;-41,48;41,968;1037;;;;;1596,541;-0,04148;0,041968;1,037;;;;;;1596541
1596879;-91;86;2123;;-44,408;41,968;1036,024;;;;;1596,879;-0,044408;0,041968;1,036024;;;;;;1596879
1597197;-88;86;2123;;-42,944;41,968;1036,024;;;;;1597,197;-0,042944;0,041968;1,036024;;;;;;1597197
1597546;-89;88;2125;;-43,432;42,944;1037;;;;;1597,546;-0,043432;0,042944;1,037;;;;;;1597546
1597774;-90;87;2124;;-43,92;42,456;1036,512;;;;;1597,774;-0,04392;0,042456;1,036512;;;;;;1597774
1598092;-89;90;2123;;-43,432;43,92;1036,024;;;;;1598,092;-0,043432;0,04392;1,036024;;;;;;1598092
1598532;-85;90;2124;;-41,48;43,92;1036,512;;;;;1598,532;-0,04148;0,04392;1,036512;;;;;;1598532
1598767;-88;88;2122;;-42,944;42,944;1035,536;;;;;1598,767;-0,042944;0,042944;1,035536;;;;;;1598767
1599086;-88;85;2122;;-42,944;41,48;1035,536;;;;;1599,086;-0,042944;0,04148;1,035536;;;;;;1599086
1599526;-90;89;2122;;-43,92;43,432;1035,536;;;;;1599,526;-0,04392;0,043432;1,035536;;;;;;1599526
1599866;-87;89;2125;;-42,456;43,432;1037;;;;;1599,866;-0,042456;0,043432;1,037;;;;;;1599866
1600189;-87;88;2126;;-42,456;42,944;1037,488;;;;;1600,189;-0,042456;0,042944;1,037488;;;;;;1600189
1600532;-89;88;2123;;-43,432;42,944;1036,024;;;;;1600,532;-0,043432;0,042944;1,036024;;;;;;1600532
1600875;-88;88;2124;;-42,944;42,944;1036,512;;;;;1600,875;-0,042944;0,042944;1,036512;;;;;;1600875
1601422;-87;85;2122;;-42,456;41,48;1035,536;;;;;1601,422;-0,042456;0,04148;1,035536;;;;;;1601422
1601739;-85;86;2121;;-41,48;41,968;1035,048;;;;;1601,739;-0,04148;0,041968;1,035048;;;;;;1601739
1601975;-90;87;2125;;-43,92;42,456;1037;;;;;1601,975;-0,04392;0,042456;1,037;;;;;;1601975
1602202;-88;87;2125;;-42,944;42,456;1037;;;;;1602,202;-0,042944;0,042456;1,037;;;;;;1602202
1602526;-89;87;2125;;-43,432;42,456;1037;;;;;1602,526;-0,043432;0,042456;1,037;;;;;;1602526
1602844;-89;86;2123;;-43,432;41,968;1036,024;;;;;1602,844;-0,043432;0,041968;1,036024;;;;;;1602844
1603096;-88;86;2123;;-42,944;41,968;1036,024;;;;;1603,096;-0,042944;0,041968;1,036024;;;;;;1603096
1603420;-77;95;2125;;-37,576;46,36;1037;;;;;1603,42;-0,037576;0,04636;1,037;;;;;;1603420
1603738;-103;95;2123;;-50,264;46,36;1036,024;;;;;1603,738;-0,050264;0,04636;1,036024;;;;;;1603738
1603966;-5;78;2124;;-2,44;38,064;1036,512;;;;;1603,966;-0,00244;0,038064;1,036512;;;;;;1603966
1604417;-146;-136;2138;;-71,248;-66,368;1043,344;;;;;1604,417;-0,071248;-0,066368;1,043344;;;;;;1604417
1604857;-37;-29;2137;;-18,056;-14,152;1042,856;;;;;1604,857;-0,018056;-0,014152;1,042856;;;;;;1604857
1605179;-66;47;2128;;-32,208;22,936;1038,464;;;;;1605,179;-0,032208;0,022936;1,038464;;;;;;1605179
1605521;-102;110;2122;;-49,776;53,68;1035,536;;;;;1605,521;-0,049776;0,05368;1,035536;;;;;;1605521
1605749;-118;108;2119;;-57,584;52,704;1034,072;;;;;1605,749;-0,057584;0,052704;1,034072;;;;;;1605749
1606068;-108;107;2120;;-52,704;52,216;1034,56;;;;;1606,068;-0,052704;0,052216;1,03456;;;;;;1606068
1606539;-87;98;2126;;-42,456;47,824;1037,488;;;;;1606,539;-0,042456;0,047824;1,037488;;;;;;1606539
1606857;-80;85;2127;;-39,04;41,48;1037,976;;;;;1606,857;-0,03904;0,04148;1,037976;;;;;;1606857
1607175;-81;84;2126;;-39,528;40,992;1037,488;;;;;1607,175;-0,039528;0,040992;1,037488;;;;;;1607175
1607533;-85;86;2128;;-41,48;41,968;1038,464;;;;;1607,533;-0,04148;0,041968;1,038464;;;;;;1607533
1607855;-87;90;2124;;-42,456;43,92;1036,512;;;;;1607,855;-0,042456;0,04392;1,036512;;;;;;1607855
1608177;-90;90;2123;;-43,92;43,92;1036,024;;;;;1608,177;-0,04392;0,04392;1,036024;;;;;;1608177
1608512;-86;82;2124;;-41,968;40,016;1036,512;;;;;1608,512;-0,041968;0,040016;1,036512;;;;;;1608512
1608748;-83;83;2126;;-40,504;40,504;1037,488;;;;;1608,748;-0,040504;0,040504;1,037488;;;;;;1608748
1609065;-83;82;2128;;-40,504;40,016;1038,464;;;;;1609,065;-0,040504;0,040016;1,038464;;;;;;1609065
1609404;-90;89;2123;;-43,92;43,432;1036,024;;;;;1609,404;-0,04392;0,043432;1,036024;;;;;;1609404
1609852;-91;91;2128;;-44,408;44,408;1038,464;;;;;1609,852;-0,044408;0,044408;1,038464;;;;;;1609852
1610185;-95;92;2124;;-46,36;44,896;1036,512;;;;;1610,185;-0,04636;0,044896;1,036512;;;;;;1610185
1610508;-83;87;2124;;-40,504;42,456;1036,512;;;;;1610,508;-0,040504;0,042456;1,036512;;;;;;1610508
1610851;-87;87;2123;;-42,456;42,456;1036,024;;;;;1610,851;-0,042456;0,042456;1,036024;;;;;;1610851
1611079;-90;88;2121;;-43,92;42,944;1035,048;;;;;1611,079;-0,04392;0,042944;1,035048;;;;;;1611079
1611507;-85;87;2122;;-41,48;42,456;1035,536;;;;;1611,507;-0,04148;0,042456;1,035536;;;;;;1611507
1611841;-83;85;2121;;-40,504;41,48;1035,048;;;;;1611,841;-0,040504;0,04148;1,035048;;;;;;1611841
1612081;-88;88;2124;;-42,944;42,944;1036,512;;;;;1612,081;-0,042944;0,042944;1,036512;;;;;;1612081
1612404;-88;89;2127;;-42,944;43,432;1037,976;;;;;1612,404;-0,042944;0,043432;1,037976;;;;;;1612404
1612844;-89;84;2123;;-43,432;40,992;1036,024;;;;;1612,844;-0,043432;0,040992;1,036024;;;;;;1612844
1613189;-87;90;2125;;-42,456;43,92;1037;;;;;1613,189;-0,042456;0,04392;1,037;;;;;;1613189
1613508;-90;88;2125;;-43,92;42,944;1037;;;;;1613,508;-0,04392;0,042944;1,037;;;;;;1613508
1613736;-89;90;2125;;-43,432;43,92;1037;;;;;1613,736;-0,043432;0,04392;1,037;;;;;;1613736
1614055;-88;85;2124;;-42,944;41,48;1036,512;;;;;1614,055;-0,042944;0,04148;1,036512;;;;;;1614055
1614397;-86;87;2127;;-41,968;42,456;1037,976;;;;;1614,397;-0,041968;0,042456;1,037976;;;;;;1614397
1614625;-90;85;2125;;-43,92;41,48;1037;;;;;1614,625;-0,04392;0,04148;1,037;;;;;;1614625
1614943;-90;87;2124;;-43,92;42,456;1036,512;;;;;1614,943;-0,04392;0,042456;1,036512;;;;;;1614943
1615523;-88;85;2125;;-42,944;41,48;1037;;;;;1615,523;-0,042944;0,04148;1,037;;;;;;1615523
1615841;-88;85;2124;;-42,944;41,48;1036,512;;;;;1615,841;-0,042944;0,04148;1,036512;;;;;;1615841
1616160;-88;88;2124;;-42,944;42,944;1036,512;;;;;1616,16;-0,042944;0,042944;1,036512;;;;;;1616160
1616520;-91;85;2118;;-44,408;41,48;1033,584;;;;;1616,52;-0,044408;0,04148;1,033584;;;;;;1616520
1616838;-83;88;2124;;-40,504;42,944;1036,512;;;;;1616,838;-0,040504;0,042944;1,036512;;;;;;1616838
1617171;-85;86;2123;;-41,48;41,968;1036,024;;;;;1617,171;-0,04148;0,041968;1,036024;;;;;;1617171
1617513;-87;85;2127;;-42,456;41,48;1037,976;;;;;1617,513;-0,042456;0,04148;1,037976;;;;;;1617513
1617832;-90;88;2126;;-43,92;42,944;1037,488;;;;;1617,832;-0,04392;0,042944;1,037488;;;;;;1617832
1618060;-89;88;2125;;-43,432;42,944;1037;;;;;1618,06;-0,043432;0,042944;1,037;;;;;;1618060
1618387;-91;87;2124;;-44,408;42,456;1036,512;;;;;1618,387;-0,044408;0,042456;1,036512;;;;;;1618387
1618622;-87;85;2124;;-42,456;41,48;1036,512;;;;;1618,622;-0,042456;0,04148;1,036512;;;;;;1618622
1619066;-92;88;2125;;-44,896;42,944;1037;;;;;1619,066;-0,044896;0,042944;1,037;;;;;;1619066
1619491;-85;86;2125;;-41,48;41,968;1037;;;;;1619,491;-0,04148;0,041968;1,037;;;;;;1619491
1619847;-89;88;2125;;-43,432;42,944;1037;;;;;1619,847;-0,043432;0,042944;1,037;;;;;;1619847
1620165;-86;85;2127;;-41,968;41,48;1037,976;;;;;1620,165;-0,041968;0,04148;1,037976;;;;;;1620165
1620485;-92;88;2122;;-44,896;42,944;1035,536;;;;;1620,485;-0,044896;0,042944;1,035536;;;;;;1620485
1620843;-89;89;2126;;-43,432;43,432;1037,488;;;;;1620,843;-0,043432;0,043432;1,037488;;;;;;1620843
1621162;-87;87;2125;;-42,456;42,456;1037;;;;;1621,162;-0,042456;0,042456;1,037;;;;;;1621162
1621485;-89;89;2126;;-43,432;43,432;1037,488;;;;;1621,485;-0,043432;0,043432;1,037488;;;;;;1621485
1621713;-86;86;2124;;-41,968;41,968;1036,512;;;;;1621,713;-0,041968;0,041968;1,036512;;;;;;1621713
1622054;-90;88;2122;;-43,92;42,944;1035,536;;;;;1622,054;-0,04392;0,042944;1,035536;;;;;;1622054
1622499;-89;93;2126;;-43,432;45,384;1037,488;;;;;1622,499;-0,043432;0,045384;1,037488;;;;;;1622499
1622816;-90;85;2124;;-43,92;41,48;1036,512;;;;;1622,816;-0,04392;0,04148;1,036512;;;;;;1622816
1623054;-90;85;2124;;-43,92;41,48;1036,512;;;;;1623,054;-0,04392;0,04148;1,036512;;;;;;1623054
1623499;-87;83;2123;;-42,456;40,504;1036,024;;;;;1623,499;-0,042456;0,040504;1,036024;;;;;;1623499
1623818;-88;88;2128;;-42,944;42,944;1038,464;;;;;1623,818;-0,042944;0,042944;1,038464;;;;;;1623818
1624158;-87;90;2123;;-42,456;43,92;1036,024;;;;;1624,158;-0,042456;0,04392;1,036024;;;;;;1624158
1624497;-87;87;2127;;-42,456;42,456;1037,976;;;;;1624,497;-0,042456;0,042456;1,037976;;;;;;1624497
1624816;-86;86;2122;;-41,968;41,968;1035,536;;;;;1624,816;-0,041968;0,041968;1,035536;;;;;;1624816
1625149;-88;86;2127;;-42,944;41,968;1037,976;;;;;1625,149;-0,042944;0,041968;1,037976;;;;;;1625149
1625492;-87;86;2124;;-42,456;41,968;1036,512;;;;;1625,492;-0,042456;0,041968;1,036512;;;;;;1625492
1625810;-89;83;2125;;-43,432;40,504;1037;;;;;1625,81;-0,043432;0,040504;1,037;;;;;;1625810
1626143;-90;84;2123;;-43,92;40,992;1036,024;;;;;1626,143;-0,04392;0,040992;1,036024;;;;;;1626143
1626490;-90;88;2124;;-43,92;42,944;1036,512;;;;;1626,49;-0,04392;0,042944;1,036512;;;;;;1626490
1626813;-90;88;2125;;-43,92;42,944;1037;;;;;1626,813;-0,04392;0,042944;1,037;;;;;;1626813
1627041;-90;88;2124;;-43,92;42,944;1036,512;;;;;1627,041;-0,04392;0,042944;1,036512;;;;;;1627041
1627495;-90;86;2122;;-43,92;41,968;1035,536;;;;;1627,495;-0,04392;0,041968;1,035536;;;;;;1627495
1627935;-88;86;2125;;-42,944;41,968;1037;;;;;1627,935;-0,042944;0,041968;1,037;;;;;;1627935
1628360;-88;87;2123;;-42,944;42,456;1036,024;;;;;1628,36;-0,042944;0,042456;1,036024;;;;;;1628360
1628595;-87;88;2127;;-42,456;42,944;1037,976;;;;;1628,595;-0,042456;0,042944;1,037976;;;;;;1628595
1628827;-91;85;2122;;-44,408;41,48;1035,536;;;;;1628,827;-0,044408;0,04148;1,035536;;;;;;1628827
1629145;-89;85;2126;;-43,432;41,48;1037,488;;;;;1629,145;-0,043432;0,04148;1,037488;;;;;;1629145
1629465;-89;86;2125;;-43,432;41,968;1037;;;;;1629,465;-0,043432;0,041968;1,037;;;;;;1629465
1629715;-86;89;2120;;-41,968;43,432;1034,56;;;;;1629,715;-0,041968;0,043432;1,03456;;;;;;1629715
1630034;-89;88;2125;;-43,432;42,944;1037;;;;;1630,034;-0,043432;0,042944;1,037;;;;;;1630034
1630357;-89;89;2122;;-43,432;43,432;1035,536;;;;;1630,357;-0,043432;0,043432;1,035536;;;;;;1630357
1630589;-89;89;2125;;-43,432;43,432;1037;;;;;1630,589;-0,043432;0,043432;1,037;;;;;;1630589
1630929;-89;87;2124;;-43,432;42,456;1036,512;;;;;1630,929;-0,043432;0,042456;1,036512;;;;;;1630929
1631480;-89;87;2127;;-43,432;42,456;1037,976;;;;;1631,48;-0,043432;0,042456;1,037976;;;;;;1631480
1631798;-90;89;2121;;-43,92;43,432;1035,048;;;;;1631,798;-0,04392;0,043432;1,035048;;;;;;1631798
1632033;-89;86;2124;;-43,432;41,968;1036,512;;;;;1632,033;-0,043432;0,041968;1,036512;;;;;;1632033
1632474;-89;86;2126;;-43,432;41,968;1037,488;;;;;1632,474;-0,043432;0,041968;1,037488;;;;;;1632474
1632791;-88;88;2125;;-42,944;42,944;1037;;;;;1632,791;-0,042944;0,042944;1,037;;;;;;1632791
1633148;-86;87;2127;;-41,968;42,456;1037,976;;;;;1633,148;-0,041968;0,042456;1,037976;;;;;;1633148
1633475;-88;83;2124;;-42,944;40,504;1036,512;;;;;1633,475;-0,042944;0,040504;1,036512;;;;;;1633475
1633794;-88;84;2125;;-42,944;40,992;1037;;;;;1633,794;-0,042944;0,040992;1,037;;;;;;1633794
1634153;-85;88;2124;;-41,48;42,944;1036,512;;;;;1634,153;-0,04148;0,042944;1,036512;;;;;;1634153
1634476;-86;87;2127;;-41,968;42,456;1037,976;;;;;1634,476;-0,041968;0,042456;1,037976;;;;;;1634476
1634794;-87;88;2124;;-42,456;42,944;1036,512;;;;;1634,794;-0,042456;0,042944;1,036512;;;;;;1634794
1635022;-86;87;2123;;-41,968;42,456;1036,024;;;;;1635,022;-0,041968;0,042456;1,036024;;;;;;1635022
1635470;-87;89;2122;;-42,456;43,432;1035,536;;;;;1635,47;-0,042456;0,043432;1,035536;;;;;;1635470
1635804;-87;85;2125;;-42,456;41,48;1037;;;;;1635,804;-0,042456;0,04148;1,037;;;;;;1635804
1636122;-87;88;2122;;-42,456;42,944;1035,536;;;;;1636,122;-0,042456;0,042944;1,035536;;;;;;1636122
1636468;-88;91;2128;;-42,944;44,408;1038,464;;;;;1636,468;-0,042944;0,044408;1,038464;;;;;;1636468
1636806;-88;89;2127;;-42,944;43,432;1037,976;;;;;1636,806;-0,042944;0,043432;1,037976;;;;;;1636806
1637124;-88;87;2121;;-42,944;42,456;1035,048;;;;;1637,124;-0,042944;0,042456;1,035048;;;;;;1637124
1637466;-89;90;2126;;-43,432;43,92;1037,488;;;;;1637,466;-0,043432;0,04392;1,037488;;;;;;1637466
1637694;-92;88;2120;;-44,896;42,944;1034,56;;;;;1637,694;-0,044896;0,042944;1,03456;;;;;;1637694
1638013;-89;87;2124;;-43,432;42,456;1036,512;;;;;1638,013;-0,043432;0,042456;1,036512;;;;;;1638013
1638461;-91;86;2122;;-44,408;41,968;1035,536;;;;;1638,461;-0,044408;0,041968;1,035536;;;;;;1638461
1638698;-91;87;2124;;-44,408;42,456;1036,512;;;;;1638,698;-0,044408;0,042456;1,036512;;;;;;1638698
1639017;-88;88;2126;;-42,944;42,944;1037,488;;;;;1639,017;-0,042944;0,042944;1,037488;;;;;;1639017
1639465;-89;87;2123;;-43,432;42,456;1036,024;;;;;1639,465;-0,043432;0,042456;1,036024;;;;;;1639465
1639805;-88;87;2124;;-42,944;42,456;1036,512;;;;;1639,805;-0,042944;0,042456;1,036512;;;;;;1639805
1640124;-90;88;2122;;-43,92;42,944;1035,536;;;;;1640,124;-0,04392;0,042944;1,035536;;;;;;1640124
1640459;-91;87;2124;;-44,408;42,456;1036,512;;;;;1640,459;-0,044408;0,042456;1,036512;;;;;;1640459
1640800;-89;89;2125;;-43,432;43,432;1037;;;;;1640,8;-0,043432;0,043432;1,037;;;;;;1640800
1641347;-88;85;2123;;-42,944;41,48;1036,024;;;;;1641,347;-0,042944;0,04148;1,036024;;;;;;1641347
1641665;-88;88;2126;;-42,944;42,944;1037,488;;;;;1641,665;-0,042944;0,042944;1,037488;;;;;;1641665
1641900;-90;90;2126;;-43,92;43,92;1037,488;;;;;1641,9;-0,04392;0,04392;1,037488;;;;;;1641900
1642135;-90;86;2124;;-43,92;41,968;1036,512;;;;;1642,135;-0,04392;0,041968;1,036512;;;;;;1642135
1642458;-89;88;2123;;-43,432;42,944;1036,024;;;;;1642,458;-0,043432;0,042944;1,036024;;;;;;1642458
1642777;-86;88;2126;;-41,968;42,944;1037,488;;;;;1642,777;-0,041968;0,042944;1,037488;;;;;;1642777
1643028;-90;87;2124;;-43,92;42,456;1036,512;;;;;1643,028;-0,04392;0,042456;1,036512;;;;;;1643028
1643347;-90;91;2123;;-43,92;44,408;1036,024;;;;;1643,347;-0,04392;0,044408;1,036024;;;;;;1643347
1643665;-89;86;2123;;-43,432;41,968;1036,024;;;;;1643,665;-0,043432;0,041968;1,036024;;;;;;1643665
1643893;-87;89;2125;;-42,456;43,432;1037;;;;;1643,893;-0,042456;0,043432;1,037;;;;;;1643893
1644345;-89;87;2120;;-43,432;42,456;1034,56;;;;;1644,345;-0,043432;0,042456;1,03456;;;;;;1644345
1644789;-87;89;2124;;-42,456;43,432;1036,512;;;;;1644,789;-0,042456;0,043432;1,036512;;;;;;1644789
1645106;-87;86;2122;;-42,456;41,968;1035,536;;;;;1645,106;-0,042456;0,041968;1,035536;;;;;;1645106
1645451;-86;89;2127;;-41,968;43,432;1037,976;;;;;1645,451;-0,041968;0,043432;1,037976;;;;;;1645451
1645683;-89;87;2125;;-43,432;42,456;1037;;;;;1645,683;-0,043432;0,042456;1,037;;;;;;1645683
1646002;-90;87;2124;;-43,92;42,456;1036,512;;;;;1646,002;-0,04392;0,042456;1,036512;;;;;;1646002
1646465;-85;87;2124;;-41,48;42,456;1036,512;;;;;1646,465;-0,04148;0,042456;1,036512;;;;;;1646465
1646783;-90;85;2124;;-43,92;41,48;1036,512;;;;;1646,783;-0,04392;0,04148;1,036512;;;;;;1646783
1647101;-91;90;2125;;-44,408;43,92;1037;;;;;1647,101;-0,044408;0,04392;1,037;;;;;;1647101
1647464;-85;90;2123;;-41,48;43,92;1036,024;;;;;1647,464;-0,04148;0,04392;1,036024;;;;;;1647464
1647782;-86;85;2123;;-41,968;41,48;1036,024;;;;;1647,782;-0,041968;0,04148;1,036024;;;;;;1647782
1648100;-88;84;2121;;-42,944;40,992;1035,048;;;;;1648,1;-0,042944;0,040992;1,035048;;;;;;1648100
1648439;-90;87;2124;;-43,92;42,456;1036,512;;;;;1648,439;-0,04392;0,042456;1,036512;;;;;;1648439
1648675;-88;88;2124;;-42,944;42,944;1036,512;;;;;1648,675;-0,042944;0,042944;1,036512;;;;;;1648675
1648992;-92;90;2125;;-44,896;43,92;1037;;;;;1648,992;-0,044896;0,04392;1,037;;;;;;1648992
1649331;-86;88;2123;;-41,968;42,944;1036,024;;;;;1649,331;-0,041968;0,042944;1,036024;;;;;;1649331
1649783;-89;84;2125;;-43,432;40,992;1037;;;;;1649,783;-0,043432;0,040992;1,037;;;;;;1649783
1650015;-95;86;2128;;-46,36;41,968;1038,464;;;;;1650,015;-0,04636;0,041968;1,038464;;;;;;1650015
