 time_ms; accl_x; accl_y; accl_z;;;;;;;;;time;acc_x;acc_y;acc_z;;;;;;
1931199;611;1346;1669;;298,168;656,848;814,472;;;;;1931,199;0,298168;0,656848;0,814472;;;;;;1931199
1931644;-973;-872;1534;;-474,824;-425,536;748,592;;;;;1931,644;-0,474824;-0,425536;0,748592;;;;;;1931644
1931879;45;-1714;-70;;21,96;-836,432;-34,16;;;;;1931,879;0,02196;-0,836432;-0,03416;;;;;;1931879
1932197;450;-2372;-83;;219,6;-1157,536;-40,504;;;;;1932,197;0,2196;-1,157536;-0,040504;;;;;;1932197
1932532;720;-2326;-92;;351,36;-1135,088;-44,896;;;;;1932,532;0,35136;-1,135088;-0,044896;;;;;;1932532
1932979;444;-1623;377;;216,672;-792,024;183,976;;;;;1932,979;0,216672;-0,792024;0,183976;;;;;;1932979
1933312;265;-1742;35;;129,32;-850,096;17,08;;;;;1933,312;0,12932;-0,850096;0,01708;;;;;;1933312
1933636;491;-2592;-174;;239,608;-1264,896;-84,912;;;;;1933,636;0,239608;-1,264896;-0,084912;;;;;;1933636
1933981;820;-1777;13;;400,16;-867,176;6,344;;;;;1933,981;0,40016;-0,867176;0,006344;;;;;;1933981
1934213;136;-1817;367;;66,368;-886,696;179,096;;;;;1934,213;0,066368;-0,886696;0,179096;;;;;;1934213
1934637;278;-1907;366;;135,664;-930,616;178,608;;;;;1934,637;0,135664;-0,930616;0,178608;;;;;;1934637
1934975;184;-2099;212;;89,792;-1024,312;103,456;;;;;1934,975;0,089792;-1,024312;0,103456;;;;;;1934975
1935210;304;-2221;96;;148,352;-1083,848;46,848;;;;;1935,21;0,148352;-1,083848;0,046848;;;;;;1935210
1935635;368;-2098;391;;179,584;-1023,824;190,808;;;;;1935,635;0,179584;-1,023824;0,190808;;;;;;1935635
1935969;207;-2056;243;;101,016;-1003,328;118,584;;;;;1935,969;0,101016;-1,003328;0,118584;;;;;;1935969
1936309;123;-1990;223;;60,024;-971,12;108,824;;;;;1936,309;0,060024;-0,97112;0,108824;;;;;;1936309
1936637;102;-2226;229;;49,776;-1086,288;111,752;;;;;1936,637;0,049776;-1,086288;0,111752;;;;;;1936637
1936865;186;-1994;231;;90,768;-973,072;112,728;;;;;1936,865;0,090768;-0,973072;0,112728;;;;;;1936865
1937183;233;-2024;175;;113,704;-987,712;85,4;;;;;1937,183;0,113704;-0,987712;0,0854;;;;;;1937183
1937526;226;-2056;175;;110,288;-1003,328;85,4;;;;;1937,526;0,110288;-1,003328;0,0854;;;;;;1937526
1937754;216;-2120;199;;105,408;-1034,56;97,112;;;;;1937,754;0,105408;-1,03456;0,097112;;;;;;1937754
1938072;266;-2054;174;;129,808;-1002,352;84,912;;;;;1938,072;0,129808;-1,002352;0,084912;;;;;;1938072
1938642;248;-2029;231;;121,024;-990,152;112,728;;;;;1938,642;0,121024;-0,990152;0,112728;;;;;;1938642
1938963;242;-1921;248;;118,096;-937,448;121,024;;;;;1938,963;0,118096;-0,937448;0,121024;;;;;;1938963
1939281;237;-2013;225;;115,656;-982,344;109,8;;;;;1939,281;0,115656;-0,982344;0,1098;;;;;;1939281
1939650;195;-2148;229;;95,16;-1048,224;111,752;;;;;1939,65;0,09516;-1,048224;0,111752;;;;;;1939650
1939969;298;-1896;373;;145,424;-925,248;182,024;;;;;1939,969;0,145424;-0,925248;0,182024;;;;;;1939969
1940302;436;-1896;392;;212,768;-925,248;191,296;;;;;1940,302;0,212768;-0,925248;0,191296;;;;;;1940302
1940644;643;-1954;400;;313,784;-953,552;195,2;;;;;1940,644;0,313784;-0,953552;0,1952;;;;;;1940644
1940963;502;-1887;416;;244,976;-920,856;203,008;;;;;1940,963;0,244976;-0,920856;0,203008;;;;;;1940963
1941191;336;-1905;469;;163,968;-929,64;228,872;;;;;1941,191;0,163968;-0,92964;0,228872;;;;;;1941191
1941510;362;-1996;350;;176,656;-974,048;170,8;;;;;1941,51;0,176656;-0,974048;0,1708;;;;;;1941510
1941746;379;-2017;473;;184,952;-984,296;230,824;;;;;1941,746;0,184952;-0,984296;0,230824;;;;;;1941746
1942192;349;-2184;541;;170,312;-1065,792;264,008;;;;;1942,192;0,170312;-1,065792;0,264008;;;;;;1942192
1942621;390;-1978;493;;190,32;-965,264;240,584;;;;;1942,621;0,19032;-0,965264;0,240584;;;;;;1942621
1942977;439;-1979;545;;214,232;-965,752;265,96;;;;;1942,977;0,214232;-0,965752;0,26596;;;;;;1942977
1943296;501;-1934;492;;244,488;-943,792;240,096;;;;;1943,296;0,244488;-0,943792;0,240096;;;;;;1943296
1943615;413;-1798;587;;201,544;-877,424;286,456;;;;;1943,615;0,201544;-0,877424;0,286456;;;;;;1943615
1943971;395;-1907;561;;192,76;-930,616;273,768;;;;;1943,971;0,19276;-0,930616;0,273768;;;;;;1943971
1944289;376;-1875;569;;183,488;-915;277,672;;;;;1944,289;0,183488;-0,915;0,277672;;;;;;1944289
1944617;296;-2057;554;;144,448;-1003,816;270,352;;;;;1944,617;0,144448;-1,003816;0,270352;;;;;;1944617
1944849;213;-1902;684;;103,944;-928,176;333,792;;;;;1944,849;0,103944;-0,928176;0,333792;;;;;;1944849
1945191;21;-2053;801;;10,248;-1001,864;390,888;;;;;1945,191;0,010248;-1,001864;0,390888;;;;;;1945191
1945632;-44;-2022;590;;-21,472;-986,736;287,92;;;;;1945,632;-0,021472;-0,986736;0,28792;;;;;;1945632
1945950;258;-2191;391;;125,904;-1069,208;190,808;;;;;1945,95;0,125904;-1,069208;0,190808;;;;;;1945950
1946185;562;-1960;528;;274,256;-956,48;257,664;;;;;1946,185;0,274256;-0,95648;0,257664;;;;;;1946185
1946630;-156;-903;1832;;-76,128;-440,664;894,016;;;;;1946,63;-0,076128;-0,440664;0,894016;;;;;;1946630
1946949;215;-199;2390;;104,92;-97,112;1166,32;;;;;1946,949;0,10492;-0,097112;1,16632;;;;;;1946949
1947292;-905;-328;1836;;-441,64;-160,064;895,968;;;;;1947,292;-0,44164;-0,160064;0,895968;;;;;;1947292
1947631;-527;271;2238;;-257,176;132,248;1092,144;;;;;1947,631;-0,257176;0,132248;1,092144;;;;;;1947631
1947949;-155;-475;2846;;-75,64;-231,8;1388,848;;;;;1947,949;-0,07564;-0,2318;1,388848;;;;;;1947949
1948282;132;-636;2462;;64,416;-310,368;1201,456;;;;;1948,282;0,064416;-0,310368;1,201456;;;;;;1948282
1948625;452;-639;1997;;220,576;-311,832;974,536;;;;;1948,625;0,220576;-0,311832;0,974536;;;;;;1948625
1948943;-228;-1462;2428;;-111,264;-713,456;1184,864;;;;;1948,943;-0,111264;-0,713456;1,184864;;;;;;1948943
1949276;-708;-1053;2233;;-345,504;-513,864;1089,704;;;;;1949,276;-0,345504;-0,513864;1,089704;;;;;;1949276
1949619;266;-12;1876;;129,808;-5,856;915,488;;;;;1949,619;0,129808;-0,005856;0,915488;;;;;;1949619
1949941;-281;473;1925;;-137,128;230,824;939,4;;;;;1949,941;-0,137128;0,230824;0,9394;;;;;;1949941
1950177;20;-383;2404;;9,76;-186,904;1173,152;;;;;1950,177;0,00976;-0,186904;1,173152;;;;;;1950177
1950629;-49;-334;2422;;-23,912;-162,992;1181,936;;;;;1950,629;-0,023912;-0,162992;1,181936;;;;;;1950629
1951069;330;-38;2151;;161,04;-18,544;1049,688;;;;;1951,069;0,16104;-0,018544;1,049688;;;;;;1951069
1951494;-62;-235;2139;;-30,256;-114,68;1043,832;;;;;1951,494;-0,030256;-0,11468;1,043832;;;;;;1951494
1951729;-17;-333;2151;;-8,296;-162,504;1049,688;;;;;1951,729;-0,008296;-0,162504;1,049688;;;;;;1951729
1951957;-136;-190;2156;;-66,368;-92,72;1052,128;;;;;1951,957;-0,066368;-0,09272;1,052128;;;;;;1951957
1952275;-161;-255;2158;;-78,568;-124,44;1053,104;;;;;1952,275;-0,078568;-0,12444;1,053104;;;;;;1952275
1952599;-192;-370;2377;;-93,696;-180,56;1159,976;;;;;1952,599;-0,093696;-0,18056;1,159976;;;;;;1952599
1952855;-106;-334;2057;;-51,728;-162,992;1003,816;;;;;1952,855;-0,051728;-0,162992;1,003816;;;;;;1952855
1953173;-44;-377;2117;;-21,472;-183,976;1033,096;;;;;1953,173;-0,021472;-0,183976;1,033096;;;;;;1953173
1953493;-48;-275;2153;;-23,424;-134,2;1050,664;;;;;1953,493;-0,023424;-0,1342;1,050664;;;;;;1953493
1953725;-92;-281;2180;;-44,896;-137,128;1063,84;;;;;1953,725;-0,044896;-0,137128;1,06384;;;;;;1953725
1954066;-25;-286;2066;;-12,2;-139,568;1008,208;;;;;1954,066;-0,0122;-0,139568;1,008208;;;;;;1954066
1954612;-36;-369;2078;;-17,568;-180,072;1014,064;;;;;1954,612;-0,017568;-0,180072;1,014064;;;;;;1954612
1954930;-77;-309;2087;;-37,576;-150,792;1018,456;;;;;1954,93;-0,037576;-0,150792;1,018456;;;;;;1954930
1955168;-18;-311;2135;;-8,784;-151,768;1041,88;;;;;1955,168;-0,008784;-0,151768;1,04188;;;;;;1955168
1955617;-26;-351;2123;;-12,688;-171,288;1036,024;;;;;1955,617;-0,012688;-0,171288;1,036024;;;;;;1955617
1955935;-9;-323;2058;;-4,392;-157,624;1004,304;;;;;1955,935;-0,004392;-0,157624;1,004304;;;;;;1955935
1956291;30;-336;2097;;14,64;-163,968;1023,336;;;;;1956,291;0,01464;-0,163968;1,023336;;;;;;1956291
1956610;36;-397;2895;;17,568;-193,736;1412,76;;;;;1956,61;0,017568;-0,193736;1,41276;;;;;;1956610
1956929;-1;-493;1906;;-0,488;-240,584;930,128;;;;;1956,929;-0,000488;-0,240584;0,930128;;;;;;1956929
1957284;-36;-324;1806;;-17,568;-158,112;881,328;;;;;1957,284;-0,017568;-0,158112;0,881328;;;;;;1957284
1957604;58;-213;2201;;28,304;-103,944;1074,088;;;;;1957,604;0,028304;-0,103944;1,074088;;;;;;1957604
1957930;-46;-289;2272;;-22,448;-141,032;1108,736;;;;;1957,93;-0,022448;-0,141032;1,108736;;;;;;1957930
1958162;-142;-280;2153;;-69,296;-136,64;1050,664;;;;;1958,162;-0,069296;-0,13664;1,050664;;;;;;1958162
1958610;-196;-289;2230;;-95,648;-141,032;1088,24;;;;;1958,61;-0,095648;-0,141032;1,08824;;;;;;1958610
1958943;-130;-179;2048;;-63,44;-87,352;999,424;;;;;1958,943;-0,06344;-0,087352;0,999424;;;;;;1958943
1959261;-71;-265;2001;;-34,648;-129,32;976,488;;;;;1959,261;-0,034648;-0,12932;0,976488;;;;;;1959261
1959605;23;-183;2182;;11,224;-89,304;1064,816;;;;;1959,605;0,011224;-0,089304;1,064816;;;;;;1959605
1959938;79;-378;2108;;38,552;-184,464;1028,704;;;;;1959,938;0,038552;-0,184464;1,028704;;;;;;1959938
1960256;-7;-167;2125;;-3,416;-81,496;1037;;;;;1960,256;-0,003416;-0,081496;1,037;;;;;;1960256
1960602;-23;-408;1991;;-11,224;-199,104;971,608;;;;;1960,602;-0,011224;-0,199104;0,971608;;;;;;1960602
1960834;-56;-306;2132;;-27,328;-149,328;1040,416;;;;;1960,834;-0,027328;-0,149328;1,040416;;;;;;1960834
1961153;-86;-104;1994;;-41,968;-50,752;973,072;;;;;1961,153;-0,041968;-0,050752;0,973072;;;;;;1961153
1961597;-1;-129;2090;;-0,488;-62,952;1019,92;;;;;1961,597;-0,000488;-0,062952;1,01992;;;;;;1961597
1961839;-101;-462;2204;;-49,288;-225,456;1075,552;;;;;1961,839;-0,049288;-0,225456;1,075552;;;;;;1961839
1962157;-237;-267;2227;;-115,656;-130,296;1086,776;;;;;1962,157;-0,115656;-0,130296;1,086776;;;;;;1962157
1962597;93;-194;1953;;45,384;-94,672;953,064;;;;;1962,597;0,045384;-0,094672;0,953064;;;;;;1962597
1962949;116;-609;2000;;56,608;-297,192;976;;;;;1962,949;0,056608;-0,297192;0,976;;;;;;1962949
1963272;150;-370;1960;;73,2;-180,56;956,48;;;;;1963,272;0,0732;-0,18056;0,95648;;;;;;1963272
1963611;-25;-347;2286;;-12,2;-169,336;1115,568;;;;;1963,611;-0,0122;-0,169336;1,115568;;;;;;1963611
1963951;335;-311;2009;;163,48;-151,768;980,392;;;;;1963,951;0,16348;-0,151768;0,980392;;;;;;1963951
1964498;278;-193;1860;;135,664;-94,184;907,68;;;;;1964,498;0,135664;-0,094184;0,90768;;;;;;1964498
1964816;-62;227;2119;;-30,256;110,776;1034,072;;;;;1964,816;-0,030256;0,110776;1,034072;;;;;;1964816
1965051;-15;-316;1862;;-7,32;-154,208;908,656;;;;;1965,051;-0,00732;-0,154208;0,908656;;;;;;1965051
1965279;-549;-84;2076;;-267,912;-40,992;1013,088;;;;;1965,279;-0,267912;-0,040992;1,013088;;;;;;1965279
1965603;116;-46;2297;;56,608;-22,448;1120,936;;;;;1965,603;0,056608;-0,022448;1,120936;;;;;;1965603
1965925;-99;-142;2188;;-48,312;-69,296;1067,744;;;;;1965,925;-0,048312;-0,069296;1,067744;;;;;;1965925
1966180;-68;61;1983;;-33,184;29,768;967,704;;;;;1966,18;-0,033184;0,029768;0,967704;;;;;;1966180
1966504;-126;-162;2029;;-61,488;-79,056;990,152;;;;;1966,504;-0,061488;-0,079056;0,990152;;;;;;1966504
1966821;-71;-106;2075;;-34,648;-51,728;1012,6;;;;;1966,821;-0,034648;-0,051728;1,0126;;;;;;1966821
1967049;-138;-121;2127;;-67,344;-59,048;1037,976;;;;;1967,049;-0,067344;-0,059048;1,037976;;;;;;1967049
1967499;59;-283;2321;;28,792;-138,104;1132,648;;;;;1967,499;0,028792;-0,138104;1,132648;;;;;;1967499
1967938;-217;-15;1900;;-105,896;-7,32;927,2;;;;;1967,938;-0,105896;-0,00732;0,9272;;;;;;1967938
1968256;15;-567;2222;;7,32;-276,696;1084,336;;;;;1968,256;0,00732;-0,276696;1,084336;;;;;;1968256
1968602;-146;56;2124;;-71,248;27,328;1036,512;;;;;1968,602;-0,071248;0,027328;1,036512;;;;;;1968602
1968830;-46;-124;2042;;-22,448;-60,512;996,496;;;;;1968,83;-0,022448;-0,060512;0,996496;;;;;;1968830
1969157;-166;-281;2610;;-81,008;-137,128;1273,68;;;;;1969,157;-0,081008;-0,137128;1,27368;;;;;;1969157
1969620;-61;-308;1941;;-29,768;-150,304;947,208;;;;;1969,62;-0,029768;-0,150304;0,947208;;;;;;1969620
1969938;-109;-22;2036;;-53,192;-10,736;993,568;;;;;1969,938;-0,053192;-0,010736;0,993568;;;;;;1969938
1970256;-74;-271;2034;;-36,112;-132,248;992,592;;;;;1970,256;-0,036112;-0,132248;0,992592;;;;;;1970256
1970616;-113;-39;2240;;-55,144;-19,032;1093,12;;;;;1970,616;-0,055144;-0,019032;1,09312;;;;;;1970616
1970934;-16;-170;2043;;-7,808;-82,96;996,984;;;;;1970,934;-0,007808;-0,08296;0,996984;;;;;;1970934
1971256;-37;-86;2091;;-18,056;-41,968;1020,408;;;;;1971,256;-0,018056;-0,041968;1,020408;;;;;;1971256
1971591;-15;-145;2131;;-7,32;-70,76;1039,928;;;;;1971,591;-0,00732;-0,07076;1,039928;;;;;;1971591
1971829;12;-145;2004;;5,856;-70,76;977,952;;;;;1971,829;0,005856;-0,07076;0,977952;;;;;;1971829
1972147;-94;-108;2118;;-45,872;-52,704;1033,584;;;;;1972,147;-0,045872;-0,052704;1,033584;;;;;;1972147
1972486;82;20;2084;;40,016;9,76;1016,992;;;;;1972,486;0,040016;0,00976;1,016992;;;;;;1972486
1972938;-157;-32;1922;;-76,616;-15,616;937,936;;;;;1972,938;-0,076616;-0,015616;0,937936;;;;;;1972938
1973271;-270;-166;1977;;-131,76;-81,008;964,776;;;;;1973,271;-0,13176;-0,081008;0,964776;;;;;;1973271
1973594;-131;-345;2286;;-63,928;-168,36;1115,568;;;;;1973,594;-0,063928;-0,16836;1,115568;;;;;;1973594
1973937;-10;-256;2252;;-4,88;-124,928;1098,976;;;;;1973,937;-0,00488;-0,124928;1,098976;;;;;;1973937
1974165;-333;-143;2196;;-162,504;-69,784;1071,648;;;;;1974,165;-0,162504;-0,069784;1,071648;;;;;;1974165
1974593;478;150;1944;;233,264;73,2;948,672;;;;;1974,593;0,233264;0,0732;0,948672;;;;;;1974593
1974927;30;416;2220;;14,64;203,008;1083,36;;;;;1974,927;0,01464;0,203008;1,08336;;;;;;1974927
1975162;-152;147;1898;;-74,176;71,736;926,224;;;;;1975,162;-0,074176;0,071736;0,926224;;;;;;1975162
1975587;225;499;1839;;109,8;243,512;897,432;;;;;1975,587;0,1098;0,243512;0,897432;;;;;;1975587
1975921;-70;1050;2117;;-34,16;512,4;1033,096;;;;;1975,921;-0,03416;0,5124;1,033096;;;;;;1975921
1976261;661;1040;2018;;322,568;507,52;984,784;;;;;1976,261;0,322568;0,50752;0,984784;;;;;;1976261
1976585;235;652;2033;;114,68;318,176;992,104;;;;;1976,585;0,11468;0,318176;0,992104;;;;;;1976585
1976813;139;257;1668;;67,832;125,416;813,984;;;;;1976,813;0,067832;0,125416;0,813984;;;;;;1976813
1977139;-340;89;2421;;-165,92;43,432;1181,448;;;;;1977,139;-0,16592;0,043432;1,181448;;;;;;1977139
1977485;-134;-236;2080;;-65,392;-115,168;1015,04;;;;;1977,485;-0,065392;-0,115168;1,01504;;;;;;1977485
1977713;-161;-39;2193;;-78,568;-19,032;1070,184;;;;;1977,713;-0,078568;-0,019032;1,070184;;;;;;1977713
1978031;-23;-156;2133;;-11,224;-76,128;1040,904;;;;;1978,031;-0,011224;-0,076128;1,040904;;;;;;1978031
1978600;59;-108;2300;;28,792;-52,704;1122,4;;;;;1978,6;0,028792;-0,052704;1,1224;;;;;;1978600
1978918;-276;-47;2212;;-134,688;-22,936;1079,456;;;;;1978,918;-0,134688;-0,022936;1,079456;;;;;;1978918
1979239;-201;-32;2108;;-98,088;-15,616;1028,704;;;;;1979,239;-0,098088;-0,015616;1,028704;;;;;;1979239
1979597;-188;287;1507;;-91,744;140,056;735,416;;;;;1979,597;-0,091744;0,140056;0,735416;;;;;;1979597
1979920;379;747;1833;;184,952;364,536;894,504;;;;;1979,92;0,184952;0,364536;0,894504;;;;;;1979920
1980252;636;812;2423;;310,368;396,256;1182,424;;;;;1980,252;0,310368;0,396256;1,182424;;;;;;1980252
1980595;656;1318;1400;;320,128;643,184;683,2;;;;;1980,595;0,320128;0,643184;0,6832;;;;;;1980595
1980917;639;1482;719;;311,832;723,216;350,872;;;;;1980,917;0,311832;0,723216;0,350872;;;;;;1980917
1981145;532;1528;1348;;259,616;745,664;657,824;;;;;1981,145;0,259616;0,745664;0,657824;;;;;;1981145
1981468;680;862;1951;;331,84;420,656;952,088;;;;;1981,468;0,33184;0,420656;0,952088;;;;;;1981468
1981705;526;682;1737;;256,688;332,816;847,656;;;;;1981,705;0,256688;0,332816;0,847656;;;;;;1981705
1982145;-99;-1697;1085;;-48,312;-828,136;529,48;;;;;1982,145;-0,048312;-0,828136;0,52948;;;;;;1982145
1982578;-402;-2096;605;;-196,176;-1022,848;295,24;;;;;1982,578;-0,196176;-1,022848;0,29524;;;;;;1982578
1982934;-934;-1953;-230;;-455,792;-953,064;-112,24;;;;;1982,934;-0,455792;-0,953064;-0,11224;;;;;;1982934
1983252;129;-1298;-952;;62,952;-633,424;-464,576;;;;;1983,252;0,062952;-0,633424;-0,464576;;;;;;1983252
1983572;-711;-2241;-1470;;-346,968;-1093,608;-717,36;;;;;1983,572;-0,346968;-1,093608;-0,71736;;;;;;1983572
1983928;-179;-1367;-270;;-87,352;-667,096;-131,76;;;;;1983,928;-0,087352;-0,667096;-0,13176;;;;;;1983928
1984246;-350;-2241;-717;;-170,8;-1093,608;-349,896;;;;;1984,246;-0,1708;-1,093608;-0,349896;;;;;;1984246
1984574;323;-1640;-668;;157,624;-800,32;-325,984;;;;;1984,574;0,157624;-0,80032;-0,325984;;;;;;1984574
1984802;163;-1834;-587;;79,544;-894,992;-286,456;;;;;1984,802;0,079544;-0,894992;-0,286456;;;;;;1984802
1985147;292;-1782;-589;;142,496;-869,616;-287,432;;;;;1985,147;0,142496;-0,869616;-0,287432;;;;;;1985147
1985587;-563;-1720;-893;;-274,744;-839,36;-435,784;;;;;1985,587;-0,274744;-0,83936;-0,435784;;;;;;1985587
1985905;-741;-1555;-699;;-361,608;-758,84;-341,112;;;;;1985,905;-0,361608;-0,75884;-0,341112;;;;;;1985905
1986141;-310;-2290;-578;;-151,28;-1117,52;-282,064;;;;;1986,141;-0,15128;-1,11752;-0,282064;;;;;;1986141
1986582;-173;-2041;-209;;-84,424;-996,008;-101,992;;;;;1986,582;-0,084424;-0,996008;-0,101992;;;;;;1986582
1986904;-407;-1974;39;;-198,616;-963,312;19,032;;;;;1986,904;-0,198616;-0,963312;0,019032;;;;;;1986904
1987245;104;-2075;-70;;50,752;-1012,6;-34,16;;;;;1987,245;0,050752;-1,0126;-0,03416;;;;;;1987245
1987584;-188;-2167;-88;;-91,744;-1057,496;-42,944;;;;;1987,584;-0,091744;-1,057496;-0,042944;;;;;;1987584
1987902;94;-1882;-232;;45,872;-918,416;-113,216;;;;;1987,902;0,045872;-0,918416;-0,113216;;;;;;1987902
1988239;-237;-1799;-99;;-115,656;-877,912;-48,312;;;;;1988,239;-0,115656;-0,877912;-0,048312;;;;;;1988239
1988586;-1158;-1999;-1167;;-565,104;-975,512;-569,496;;;;;1988,586;-0,565104;-0,975512;-0,569496;;;;;;1988586
1988904;-936;-1455;-357;;-456,768;-710,04;-174,216;;;;;1988,904;-0,456768;-0,71004;-0,174216;;;;;;1988904
1989237;-1422;-1728;-220;;-693,936;-843,264;-107,36;;;;;1989,237;-0,693936;-0,843264;-0,10736;;;;;;1989237
1989585;-1125;-1788;-125;;-549;-872,544;-61;;;;;1989,585;-0,549;-0,872544;-0,061;;;;;;1989585
1989903;-1253;-1722;-31;;-611,464;-840,336;-15,128;;;;;1989,903;-0,611464;-0,840336;-0,015128;;;;;;1989903
1990135;-1435;-1471;244;;-700,28;-717,848;119,072;;;;;1990,135;-0,70028;-0,717848;0,119072;;;;;;1990135
1990583;-1178;-1684;240;;-574,864;-821,792;117,12;;;;;1990,583;-0,574864;-0,821792;0,11712;;;;;;1990583
1991023;-1430;-1566;-167;;-697,84;-764,208;-81,496;;;;;1991,023;-0,69784;-0,764208;-0,081496;;;;;;1991023
1991447;-1551;-1330;-183;;-756,888;-649,04;-89,304;;;;;1991,447;-0,756888;-0,64904;-0,089304;;;;;;1991447
1991683;-1469;-1317;-206;;-716,872;-642,696;-100,528;;;;;1991,683;-0,716872;-0,642696;-0,100528;;;;;;1991683
1991911;-1641;-1364;-26;;-800,808;-665,632;-12,688;;;;;1991,911;-0,800808;-0,665632;-0,012688;;;;;;1991911
1992235;-949;-1465;-426;;-463,112;-714,92;-207,888;;;;;1992,235;-0,463112;-0,71492;-0,207888;;;;;;1992235
1992555;-1116;-2017;-174;;-544,608;-984,296;-84,912;;;;;1992,555;-0,544608;-0,984296;-0,084912;;;;;;1992555
1992810;-1029;-1850;226;;-502,152;-902,8;110,288;;;;;1992,81;-0,502152;-0,9028;0,110288;;;;;;1992810
1993128;-1381;-1697;122;;-673,928;-828,136;59,536;;;;;1993,128;-0,673928;-0,828136;0,059536;;;;;;1993128
1993452;-1234;-1215;813;;-602,192;-592,92;396,744;;;;;1993,452;-0,602192;-0,59292;0,396744;;;;;;1993452
1993680;-1339;-1580;819;;-653,432;-771,04;399,672;;;;;1993,68;-0,653432;-0,77104;0,399672;;;;;;1993680
1994021;-1084;-1605;721;;-528,992;-783,24;351,848;;;;;1994,021;-0,528992;-0,78324;0,351848;;;;;;1994021
1994568;-1188;-1913;808;;-579,744;-933,544;394,304;;;;;1994,568;-0,579744;-0,933544;0,394304;;;;;;1994568
1994889;-1786;-1452;-128;;-871,568;-708,576;-62,464;;;;;1994,889;-0,871568;-0,708576;-0,062464;;;;;;1994889
1995127;-1033;-1390;371;;-504,104;-678,32;181,048;;;;;1995,127;-0,504104;-0,67832;0,181048;;;;;;1995127
1995568;-10;-2086;440;;-4,88;-1017,968;214,72;;;;;1995,568;-0,00488;-1,017968;0,21472;;;;;;1995568
1995890;-162;-2075;180;;-79,056;-1012,6;87,84;;;;;1995,89;-0,079056;-1,0126;0,08784;;;;;;1995890
1996247;-688;-1977;118;;-335,744;-964,776;57,584;;;;;1996,247;-0,335744;-0,964776;0,057584;;;;;;1996247
1996566;-375;-1816;514;;-183;-886,208;250,832;;;;;1996,566;-0,183;-0,886208;0,250832;;;;;;1996566
1996885;-372;-2004;499;;-181,536;-977,952;243,512;;;;;1996,885;-0,181536;-0,977952;0,243512;;;;;;1996885
1997241;-506;-2017;420;;-246,928;-984,296;204,96;;;;;1997,241;-0,246928;-0,984296;0,20496;;;;;;1997241
1997564;-327;-1577;281;;-159,576;-769,576;137,128;;;;;1997,564;-0,159576;-0,769576;0,137128;;;;;;1997564
1997889;-815;-2696;310;;-397,72;-1315,648;151,28;;;;;1997,889;-0,39772;-1,315648;0,15128;;;;;;1997889
1998117;-642;-1771;37;;-313,296;-864,248;18,056;;;;;1998,117;-0,313296;-0,864248;0,018056;;;;;;1998117
1998576;-609;-1197;26;;-297,192;-584,136;12,688;;;;;1998,576;-0,297192;-0,584136;0,012688;;;;;;1998576
1998910;-1724;-2419;504;;-841,312;-1180,472;245,952;;;;;1998,91;-0,841312;-1,180472;0,245952;;;;;;1998910
1999227;-200;-2019;863;;-97,6;-985,272;421,144;;;;;1999,227;-0,0976;-0,985272;0,421144;;;;;;1999227
1999572;524;-2019;854;;255,712;-985,272;416,752;;;;;1999,572;0,255712;-0,985272;0,416752;;;;;;1999572
1999910;-794;-1679;436;;-387,472;-819,352;212,768;;;;;1999,91;-0,387472;-0,819352;0,212768;;;;;;1999910
2000232;-788;-2200;-1185;;-384,544;-1073,6;-578,28;;;;;2000,232;-0,384544;-1,0736;-0,57828;;;;;;2000232
2000578;367;-1286;-527;;179,096;-627,568;-257,176;;;;;2000,578;0,179096;-0,627568;-0,257176;;;;;;2000578
2000806;-609;-2569;-367;;-297,192;-1253,672;-179,096;;;;;2000,806;-0,297192;-1,253672;-0,179096;;;;;;2000806
2001125;-379;-1880;-5;;-184,952;-917,44;-2,44;;;;;2001,125;-0,184952;-0,91744;-0,00244;;;;;;2001125
2001565;-703;-1134;55;;-343,064;-553,392;26,84;;;;;2001,565;-0,343064;-0,553392;0,02684;;;;;;2001565
2001802;-582;-1869;605;;-284,016;-912,072;295,24;;;;;2001,802;-0,284016;-0,912072;0,29524;;;;;;2001802
2002120;-722;-1410;685;;-352,336;-688,08;334,28;;;;;2002,12;-0,352336;-0,68808;0,33428;;;;;;2002120
2002560;-312;-1724;556;;-152,256;-841,312;271,328;;;;;2002,56;-0,152256;-0,841312;0,271328;;;;;;2002560
2002905;-666;-2230;744;;-325,008;-1088,24;363,072;;;;;2002,905;-0,325008;-1,08824;0,363072;;;;;;2002905
2003227;-284;-1306;773;;-138,592;-637,328;377,224;;;;;2003,227;-0,138592;-0,637328;0,377224;;;;;;2003227
2003562;-149;-3169;31;;-72,712;-1546,472;15,128;;;;;2003,562;-0,072712;-1,546472;0,015128;;;;;;2003562
2003907;-181;-1927;408;;-88,328;-940,376;199,104;;;;;2003,907;-0,088328;-0,940376;0,199104;;;;;;2003907
2004458;520;-1462;203;;253,76;-713,456;99,064;;;;;2004,458;0,25376;-0,713456;0,099064;;;;;;2004458
2004776;301;-1518;254;;146,888;-740,784;123,952;;;;;2004,776;0,146888;-0,740784;0,123952;;;;;;2004776
2005012;707;-1807;-333;;345,016;-881,816;-162,504;;;;;2005,012;0,345016;-0,881816;-0,162504;;;;;;2005012
2005239;994;-2485;-710;;485,072;-1212,68;-346,48;;;;;2005,239;0,485072;-1,21268;-0,34648;;;;;;2005239
